,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,Weak Foot,Skill Moves,International Reputation,Work Rate,Body Type,Real Face,Release Clause,Position,Jersey Number,Joined,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,GK,Likes,Dislikes,Following,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
842,214997,Ángel Correa,25,https://cdn.sofifa.com/players/214/997/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,82,85,Atlético Madrid,https://cdn.sofifa.com/teams/240/30.png,€40.5M,€65K,2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,221714,Alfredo Morelos,24,https://cdn.sofifa.com/players/221/714/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,76,82,Rangers FC,https://cdn.sofifa.com/teams/86/30.png,€12M,€46K,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,256890,Can Bozdoğan,19,https://cdn.sofifa.com/players/256/890/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,65,83,FC Schalke 04,https://cdn.sofifa.com/teams/34/30.png,€1.8M,€4K,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,241522,Jonas Wind,21,https://cdn.sofifa.com/players/241/522/21_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,72,82,FC København,https://cdn.sofifa.com/teams/819/30.png,€5.5M,€13K,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,183907,Jérôme Boateng,31,https://cdn.sofifa.com/players/183/907/21_60.png,Germany,https://cdn.sofifa.com/flags/de.png,84,84,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€29M,€100K,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,237735,Matheus Fernandes Siqueira,22,https://cdn.sofifa.com/players/237/735/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,69,78,FC Barcelona,https://cdn.sofifa.com/teams/241/30.png,€3.1M,€44K,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,233934,Aaron Ramsdale,22,https://cdn.sofifa.com/players/233/934/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,74,80,Sheffield United,https://cdn.sofifa.com/teams/1794/30.png,€5.5M,€18K,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,225711,Abdou Diallo,24,https://cdn.sofifa.com/players/225/711/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,78,82,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€18M,€56K,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,204963,Daniel Carvajal Ramos,28,https://cdn.sofifa.com/players/204/963/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Real Madrid,https://cdn.sofifa.com/teams/243/30.png,€61.5M,€230K,2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,200454,Francisco Alcácer García,26,https://cdn.sofifa.com/players/200/454/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,81,82,Villarreal CF,https://cdn.sofifa.com/teams/483/30.png,€31M,€45K,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,247495,Jon Moncayola Tollar,22,https://cdn.sofifa.com/players/247/495/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,74,83,CA Osasuna,https://cdn.sofifa.com/teams/479/30.png,€9M,€20K,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,240915,Juan Miranda González,20,https://cdn.sofifa.com/players/240/915/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,71,80,Real Betis,https://cdn.sofifa.com/teams/449/30.png,€3.9M,€45K,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,240970,Martín Payero,21,https://cdn.sofifa.com/players/240/970/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,68,79,Club Atlético Banfield,https://cdn.sofifa.com/teams/110404/30.png,€2.7M,€5K,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,239433,Nemanja Maksimović,25,https://cdn.sofifa.com/players/239/433/21_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,79,84,Getafe CF,https://cdn.sofifa.com/teams/1860/30.png,€23.5M,€29K,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,201400,Rafael Alcântara,27,https://cdn.sofifa.com/players/201/400/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,80,81,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,€24M,€83K,2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,238463,Amadou Haidara,22,https://cdn.sofifa.com/players/238/463/21_60.png,Mali,https://cdn.sofifa.com/flags/ml.png,76,83,RB Leipzig,https://cdn.sofifa.com/teams/112172/30.png,€15M,€38K,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,226710,Gianluca Scamacca,21,https://cdn.sofifa.com/players/226/710/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,65,76,Genoa,https://cdn.sofifa.com/teams/110556/30.png,€1.6M,€7K,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,243249,Jurgen Ekkelenkamp,20,https://cdn.sofifa.com/players/243/249/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,70,80,Ajax,https://cdn.sofifa.com/teams/245/30.png,€3.5M,€7K,1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,241508,Mikkel Damsgaard,19,https://cdn.sofifa.com/players/241/508/21_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,73,83,Sampdoria,https://cdn.sofifa.com/teams/1837/30.png,€6.5M,€11K,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,231864,Mitchell van Bergen,20,https://cdn.sofifa.com/players/231/864/21_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,74,81,SC Heerenveen,https://cdn.sofifa.com/teams/1913/30.png,€8.5M,€8K,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,243497,Sebastian Walukiewicz,20,https://cdn.sofifa.com/players/243/497/21_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,70,81,Cagliari,https://cdn.sofifa.com/teams/1842/30.png,€3.3M,€11K,1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,232862,Shoya Nakajima,25,https://cdn.sofifa.com/players/232/862/21_60.png,Japan,https://cdn.sofifa.com/flags/jp.png,77,78,FC Porto,https://cdn.sofifa.com/teams/236/30.png,€12.5M,€14K,1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,228815,Tyler Roberts,21,https://cdn.sofifa.com/players/228/815/21_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,70,80,Leeds United,https://cdn.sofifa.com/teams/8/30.png,€3.6M,€33K,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,243647,Altay Bayındır,22,https://cdn.sofifa.com/players/243/647/21_60.png,Turkey,https://cdn.sofifa.com/flags/tr.png,74,82,Fenerbahçe SK,https://cdn.sofifa.com/teams/326/30.png,€8M,€30K,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,256268,Armando Broja,18,https://cdn.sofifa.com/players/256/268/21_60.png,Albania,https://cdn.sofifa.com/flags/al.png,65,82,Vitesse,https://cdn.sofifa.com/teams/1909/30.png,€1.8M,€2K,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,243478,Enzo Loiodice,19,https://cdn.sofifa.com/players/243/478/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,80,UD Las Palmas,https://cdn.sofifa.com/teams/472/30.png,€2.4M,€2K,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,202477,Gerard Deulofeu Lázaro,26,https://cdn.sofifa.com/players/202/477/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,80,81,Udinese,https://cdn.sofifa.com/teams/55/30.png,€25M,€25K,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,235008,Lucas Robertone,23,https://cdn.sofifa.com/players/235/008/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,75,84,UD Almería,https://cdn.sofifa.com/teams/1861/30.png,€12.5M,€9K,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,241159,Marc Guehi,19,https://cdn.sofifa.com/players/241/159/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,69,82,Swansea City,https://cdn.sofifa.com/teams/1960/30.png,€3.1M,€7K,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,237819,Nicolás Domínguez,22,https://cdn.sofifa.com/players/237/819/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,74,82,Bologna,https://cdn.sofifa.com/teams/189/30.png,€9.5M,€24K,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,243393,Taylor Richards,19,https://cdn.sofifa.com/players/243/393/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,61,75,Doncaster Rovers,https://cdn.sofifa.com/teams/142/30.png,€775K,€1K,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,203890,Šime Vrsaljko,28,https://cdn.sofifa.com/players/203/890/21_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,80,80,Atlético Madrid,https://cdn.sofifa.com/teams/240/30.png,€19M,€56K,2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,226093,Che Adams,23,https://cdn.sofifa.com/players/226/093/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,75,80,Southampton,https://cdn.sofifa.com/teams/17/30.png,€8.5M,€44K,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,193080,David De Gea Quintana,29,https://cdn.sofifa.com/players/193/080/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Manchester United,https://cdn.sofifa.com/teams/11/30.png,€46.5M,€150K,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,246159,Ethan Laird,18,https://cdn.sofifa.com/players/246/159/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,66,81,Milton Keynes Dons,https://cdn.sofifa.com/teams/1798/30.png,€1.9M,€7K,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,252025,Koba Koindredi,18,https://cdn.sofifa.com/players/252/025/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,65,81,Valencia CF,https://cdn.sofifa.com/teams/461/30.png,€1.8M,€3K,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,213666,Ruben Loftus-Cheek,24,https://cdn.sofifa.com/players/213/666/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,77,83,Fulham,https://cdn.sofifa.com/teams/144/30.png,€16.5M,€66K,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,228635,Borja Mayoral Moya,23,https://cdn.sofifa.com/players/228/635/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,82,Roma,https://cdn.sofifa.com/teams/52/30.png,€12M,€105K,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,208053,Dimitrios Pelkas,26,https://cdn.sofifa.com/players/208/053/21_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,74,74,Fenerbahçe SK,https://cdn.sofifa.com/teams/326/30.png,€4.6M,€49K,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,229862,Eduardo Expósito Jaén,23,https://cdn.sofifa.com/players/229/862/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,76,83,SD Eibar,https://cdn.sofifa.com/teams/467/30.png,€15M,€23K,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,242267,Jorman Campuzano,24,https://cdn.sofifa.com/players/242/267/21_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,76,84,Boca Juniors,https://cdn.sofifa.com/teams/1877/30.png,€15.5M,€14K,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,224422,Jérémie Boga,23,https://cdn.sofifa.com/players/224/422/21_60.png,Ivory Coast,https://cdn.sofifa.com/flags/ci.png,77,83,Sassuolo,https://cdn.sofifa.com/teams/111974/30.png,€16.5M,€29K,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,234236,Patrik Schick,24,https://cdn.sofifa.com/players/234/236/21_60.png,Czech Republic,https://cdn.sofifa.com/flags/cz.png,78,83,Bayer 04 Leverkusen,https://cdn.sofifa.com/teams/32/30.png,€21.5M,€56K,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,247601,Rhys Williams,19,https://cdn.sofifa.com/players/247/601/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,62,81,Liverpool,https://cdn.sofifa.com/teams/9/30.png,€975K,€6K,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,237604,Alan Franco,23,https://cdn.sofifa.com/players/237/604/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,74,82,Independiente,https://cdn.sofifa.com/teams/110093/30.png,€8.5M,€13K,1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,253715,Darío Sarmiento,17,https://cdn.sofifa.com/players/253/715/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,64,83,Estudiantes de La Plata,https://cdn.sofifa.com/teams/101083/30.png,€1.5M,€850,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,226268,Federico Dimarco,22,https://cdn.sofifa.com/players/226/268/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,72,80,Hellas Verona,https://cdn.sofifa.com/teams/206/30.png,€5.5M,€46K,1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,232080,Jack Harrison,23,https://cdn.sofifa.com/players/232/080/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,74,80,Leeds United,https://cdn.sofifa.com/teams/8/30.png,€6.5M,€71K,1848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,256408,Santiago Simón,18,https://cdn.sofifa.com/players/256/408/21_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,60,82,River Plate,https://cdn.sofifa.com/teams/1876/30.png,€775K,€1K,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,241811,Sergio Gómez Martín,19,https://cdn.sofifa.com/players/241/811/21_60.png,Spain,https://cdn.sofifa.com/flags/es.png,69,85,SD Huesca,https://cdn.sofifa.com/teams/110839/30.png,€3.6M,€12K,1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,200647,Josip Iličić,32,https://cdn.sofifa.com/players/200/647/21_60.png,Slovenia,https://cdn.sofifa.com/flags/si.png,84,84,Atalanta,https://cdn.sofifa.com/teams/39/30.png,€34M,€90K,2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,222104,Tosin Adarabioyo,22,https://cdn.sofifa.com/players/222/104/21_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,72,82,Fulham,https://cdn.sofifa.com/teams/144/30.png,€4.9M,€46K,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,212501,Leander Dendoncker,25,https://cdn.sofifa.com/players/212/501/21_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,78,83,Wolverhampton Wanderers,https://cdn.sofifa.com/teams/110/30.png,€20.5M,€72K,2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,240311,Luca Zidane,22,https://cdn.sofifa.com/players/240/311/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,67,76,Rayo Vallecano,https://cdn.sofifa.com/teams/480/30.png,€2M,€2K,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,230965,Nahitan Nández,24,https://cdn.sofifa.com/players/230/965/21_60.png,Uruguay,https://cdn.sofifa.com/flags/uy.png,77,82,Cagliari,https://cdn.sofifa.com/teams/1842/30.png,€16M,€29K,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,238095,Nikola Milenković,22,https://cdn.sofifa.com/players/238/095/21_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,75,82,Fiorentina,https://cdn.sofifa.com/teams/110374/30.png,€10.5M,€34K,1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,212382,Paul Ebere Onuachu,26,https://cdn.sofifa.com/players/212/382/21_60.png,Nigeria,https://cdn.sofifa.com/flags/ng.png,76,78,KRC Genk,https://cdn.sofifa.com/teams/673/30.png,€9.5M,€18K,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,238049,Paxton Pomykal,20,https://cdn.sofifa.com/players/238/049/21_60.png,United States,https://cdn.sofifa.com/flags/us.png,67,79,FC Dallas,https://cdn.sofifa.com/teams/695/30.png,€2.5M,€2K,1842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,207993,Sead Kolašinac,27,https://cdn.sofifa.com/players/207/993/21_60.png,Bosnia Herzegovina,https://cdn.sofifa.com/flags/ba.png,76,77,FC Schalke 04,https://cdn.sofifa.com/teams/34/30.png,€8M,€60K,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,190813,Stephan El Shaarawy,27,https://cdn.sofifa.com/players/190/813/21_60.png,Italy,https://cdn.sofifa.com/flags/it.png,78,78,Shanghai Greenland Shenhua FC,https://cdn.sofifa.com/teams/110955/30.png,€15M,€22K,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,216549,Alexander Sørloth,24,https://cdn.sofifa.com/players/216/549/21_60.png,Norway,https://cdn.sofifa.com/flags/no.png,76,80,RB Leipzig,https://cdn.sofifa.com/teams/112172/30.png,€11M,€42K,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,243014,Bryan Mbeumo,20,https://cdn.sofifa.com/players/243/014/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,74,82,Brentford,https://cdn.sofifa.com/teams/1925/30.png,€9.5M,€31K,1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,190483,Douglas Costa de Souza,29,https://cdn.sofifa.com/players/190/483/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,83,83,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,€35.5M,€105K,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,248603,Loïc Mbe Soh,19,https://cdn.sofifa.com/players/248/603/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,66,76,Nottingham Forest,https://cdn.sofifa.com/teams/14/30.png,€1.7M,€7K,1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,234986,Panagiotis Retsos,21,https://cdn.sofifa.com/players/234/986/21_60.png,Greece,https://cdn.sofifa.com/flags/gr.png,74,82,AS Saint-Étienne,https://cdn.sofifa.com/teams/1819/30.png,€9M,€29K,1653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,230717,Tino Kadewere,24,https://cdn.sofifa.com/players/230/717/21_60.png,Zimbabwe,https://cdn.sofifa.com/flags/zw.png,76,81,Olympique Lyonnais,https://cdn.sofifa.com/teams/66/30.png,€11.5M,€50K,1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,191043,Alex Sandro Lobo Silva,29,https://cdn.sofifa.com/players/191/043/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,84,84,Juventus,https://cdn.sofifa.com/teams/45/30.png,€37M,€110K,2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,250790,Amadou Traoré,18,https://cdn.sofifa.com/players/250/790/21_60.png,France,https://cdn.sofifa.com/flags/fr.png,61,82,FC Girondins de Bordeaux,https://cdn.sofifa.com/teams/59/30.png,€1M,€2K,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,236248,Ben Woodburn,20,https://cdn.sofifa.com/players/236/248/21_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,65,75,Blackpool,https://cdn.sofifa.com/teams/1926/30.png,€1.6M,€13K,1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,210257,Ederson Santana de Moraes,26,https://cdn.sofifa.com/players/210/257/21_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,88,91,Manchester City,https://cdn.sofifa.com/teams/10/30.png,€92M,€195K,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
